deal_id,market,city,title,category_l1,category_l2,price_usd,rating,num_ratings,is_bookable
D00303,FR,Paris,Abonnement Salle de Sport,Health & Fitness,fitness,113.69,4.3,104,False
D00304,FR,Paris,Abonnement Salle de Sport,Health & Fitness,fitness,173.16,4.3,52,False
D00305,FR,Paris,Coaching Personnel,Health & Fitness,fitness,92.05,4.2,82,False
D00306,FR,Paris,Soin du Visage,Beauty & Wellness,beauty,59.0,4.2,18,True
D00307,FR,Paris,Manucure & Pédicure,Beauty & Wellness,beauty,144.42,4.5,343,False
D00308,FR,Paris,Soin du Visage,Beauty & Wellness,beauty,65.75,4.4,371,True
D00309,FR,Paris,Manucure & Pédicure,Beauty & Wellness,beauty,82.19,3.9,336,False
D00310,FR,Paris,Manucure & Pédicure,Beauty & Wellness,beauty,179.26,4.0,128,True
D00311,FR,Paris,Coupe & Coiffage,Beauty & Wellness,beauty,115.5,5.0,371,False
D00312,FR,Paris,Coupe & Coiffage,Beauty & Wellness,beauty,124.89,4.2,219,True
D00313,FR,Paris,Manucure & Pédicure,Beauty & Wellness,beauty,22.06,3.7,169,False
D00314,FR,Paris,Coupe & Coiffage,Beauty & Wellness,beauty,97.16,4.2,275,True
D00315,FR,Paris,Manucure & Pédicure,Beauty & Wellness,beauty,79.67,4.3,388,True
D00316,FR,Paris,Manucure & Pédicure,Beauty & Wellness,beauty,173.99,4.2,117,True
D00317,FR,Paris,Manucure & Pédicure,Beauty & Wellness,beauty,26.77,5.0,35,True
D00318,FR,Paris,Coupe & Coiffage,Beauty & Wellness,beauty,25.86,4.5,434,False
D00319,FR,Paris,Manucure & Pédicure,Beauty & Wellness,beauty,128.18,4.6,290,True
D00320,FR,Lyon,Modelage Détente,Beauty & Wellness,massage,172.18,4.1,111,True
D00321,FR,Lyon,Modelage Détente,Beauty & Wellness,massage,63.82,3.6,106,True
D00322,FR,Lyon,Séance Spa Relaxante,Beauty & Wellness,massage,146.56,4.4,127,True
D00323,FR,Lyon,Modelage Détente,Beauty & Wellness,massage,14.68,3.8,408,False
D00324,FR,Lyon,Menu Dégustation,Food & Drink,dining,112.21,4.7,136,True
D00325,FR,Lyon,Expérience Escape Game,Things To Do,activities,28.8,4.1,265,True
D00326,FR,Lyon,Visite Guidée,Things To Do,activities,155.89,4.5,395,False
D00327,FR,Lyon,Session Karting,Things To Do,activities,43.58,4.7,545,True
D00328,FR,Lyon,Session Karting,Things To Do,activities,56.99,4.5,153,False
D00329,FR,Lyon,Visite Guidée,Things To Do,activities,151.62,3.1,739,False
D00330,FR,Lyon,Session Karting,Things To Do,activities,60.09,4.6,131,True
D00331,FR,Lyon,Cours Illimités,Health & Fitness,fitness,100.89,4.1,275,True
D00332,FR,Lyon,Coaching Personnel,Health & Fitness,fitness,21.97,4.1,174,False
D00333,FR,Lyon,Cours Illimités,Health & Fitness,fitness,101.44,3.8,337,True
D00334,FR,Lyon,Cours Illimités,Health & Fitness,fitness,51.58,3.8,300,True
D00335,FR,Lyon,Cours Illimités,Health & Fitness,fitness,19.29,4.0,533,False
D00336,FR,Lyon,Abonnement Salle de Sport,Health & Fitness,fitness,150.53,4.6,37,False
D00337,FR,Lyon,Coaching Personnel,Health & Fitness,fitness,163.86,4.1,140,True
D00338,FR,Lyon,Manucure & Pédicure,Beauty & Wellness,beauty,121.44,4.8,15,True
D00339,FR,Lyon,Manucure & Pédicure,Beauty & Wellness,beauty,22.08,3.7,185,False
D00340,FR,Lyon,Soin du Visage,Beauty & Wellness,beauty,94.36,3.6,245,False
D00341,FR,Marseille,Modelage Détente,Beauty & Wellness,massage,67.65,4.0,282,True
D00342,FR,Marseille,Séance Spa Relaxante,Beauty & Wellness,massage,48.79,3.8,587,False
D00343,FR,Marseille,Forfait Massage Bien-être,Beauty & Wellness,massage,114.28,4.8,186,False
D00344,FR,Marseille,Menu 3 Plats pour Deux,Food & Drink,dining,15.31,4.8,45,True
D00345,FR,Marseille,Menu 3 Plats pour Deux,Food & Drink,dining,30.2,4.4,197,True
D00346,FR,Marseille,Menu Dégustation,Food & Drink,dining,51.61,4.1,10,False
D00347,FR,Marseille,Visite Guidée,Things To Do,activities,142.05,3.9,398,True
D00348,FR,Marseille,Visite Guidée,Things To Do,activities,173.77,5.0,130,True
D00349,FR,Marseille,Expérience Escape Game,Things To Do,activities,13.94,4.5,338,True
D00350,FR,Marseille,Expérience Escape Game,Things To Do,activities,77.66,3.8,119,False
D00351,FR,Marseille,Visite Guidée,Things To Do,activities,31.81,4.6,58,False
D00352,FR,Marseille,Expérience Escape Game,Things To Do,activities,58.74,4.0,177,False
D00353,FR,Marseille,Expérience Escape Game,Things To Do,activities,91.45,4.0,434,False
D00354,FR,Marseille,Cours Illimités,Health & Fitness,fitness,71.88,3.9,90,True
D00355,FR,Marseille,Coaching Personnel,Health & Fitness,fitness,160.0,4.3,398,False
D00356,FR,Marseille,Coaching Personnel,Health & Fitness,fitness,36.57,4.7,454,True
D00357,FR,Marseille,Coaching Personnel,Health & Fitness,fitness,149.43,4.5,377,True
D00358,FR,Marseille,Abonnement Salle de Sport,Health & Fitness,fitness,15.54,4.3,160,True
D00359,FR,Marseille,Soin du Visage,Beauty & Wellness,beauty,105.81,4.2,324,True
D00360,FR,Toulouse,Modelage Détente,Beauty & Wellness,massage,175.73,3.9,346,False
D00361,FR,Toulouse,Forfait Massage Bien-être,Beauty & Wellness,massage,172.19,3.7,168,False
D00362,FR,Toulouse,Forfait Massage Bien-être,Beauty & Wellness,massage,117.26,4.7,49,False
D00363,FR,Toulouse,Forfait Massage Bien-être,Beauty & Wellness,massage,104.92,4.7,293,True
D00364,FR,Toulouse,Menu 3 Plats pour Deux,Food & Drink,dining,127.2,4.3,286,True
D00365,FR,Toulouse,Menu 3 Plats pour Deux,Food & Drink,dining,159.33,4.5,17,True
D00366,FR,Toulouse,Menu 3 Plats pour Deux,Food & Drink,dining,34.9,4.6,279,True
D00367,FR,Toulouse,Menu 3 Plats pour Deux,Food & Drink,dining,175.1,3.6,174,True
D00368,FR,Toulouse,Dîner avec Vin,Food & Drink,dining,172.01,4.6,424,True
D00369,FR,Toulouse,Visite Guidée,Things To Do,activities,21.19,5.0,433,True
D00370,FR,Toulouse,Visite Guidée,Things To Do,activities,51.33,4.2,403,False
D00371,FR,Toulouse,Visite Guidée,Things To Do,activities,134.99,4.3,31,True
D00372,FR,Toulouse,Session Karting,Things To Do,activities,80.71,5.0,428,False
D00373,FR,Toulouse,Session Karting,Things To Do,activities,76.83,4.7,97,False
D00374,FR,Toulouse,Visite Guidée,Things To Do,activities,144.39,4.3,135,True
D00375,FR,Toulouse,Expérience Escape Game,Things To Do,activities,146.21,4.6,126,True
D00376,FR,Toulouse,Cours Illimités,Health & Fitness,fitness,41.02,4.7,328,False
D00377,FR,Toulouse,Cours Illimités,Health & Fitness,fitness,87.21,4.3,417,False
D00378,FR,Toulouse,Coaching Personnel,Health & Fitness,fitness,124.96,4.4,764,False
D00379,FR,Toulouse,Coaching Personnel,Health & Fitness,fitness,23.14,3.8,196,False
D00380,FR,Toulouse,Coaching Personnel,Health & Fitness,fitness,19.63,5.0,193,True
D00381,FR,Toulouse,Coaching Personnel,Health & Fitness,fitness,50.33,3.9,188,True
D00382,FR,Toulouse,Cours Illimités,Health & Fitness,fitness,164.86,4.6,428,False
D00383,FR,Toulouse,Soin du Visage,Beauty & Wellness,beauty,147.87,4.9,304,False
D00384,FR,Toulouse,Soin du Visage,Beauty & Wellness,beauty,149.56,4.5,88,False
D00385,FR,Toulouse,Coupe & Coiffage,Beauty & Wellness,beauty,63.32,4.3,512,False
D00386,ES,Madrid,Tratamiento de Bienestar,Beauty & Wellness,massage,31.09,4.1,186,True
D00387,ES,Madrid,Tratamiento de Bienestar,Beauty & Wellness,massage,179.46,5.0,83,True
D00388,ES,Madrid,Circuito Spa con Masaje,Beauty & Wellness,massage,156.15,4.7,53,False
D00389,ES,Madrid,Tratamiento de Bienestar,Beauty & Wellness,massage,113.39,4.0,170,False
D00390,ES,Madrid,Circuito Spa con Masaje,Beauty & Wellness,massage,32.73,4.8,65,True
D00391,ES,Madrid,Tratamiento de Bienestar,Beauty & Wellness,massage,129.91,4.4,297,True
D00392,ES,Madrid,Circuito Spa con Masaje,Beauty & Wellness,massage,101.62,3.9,183,False
D00393,ES,Madrid,Tratamiento de Bienestar,Beauty & Wellness,massage,45.19,4.7,329,False
D00394,ES,Madrid,Circuito Spa con Masaje,Beauty & Wellness,massage,162.62,4.1,42,False
D00395,ES,Madrid,Tratamiento de Bienestar,Beauty & Wellness,massage,147.18,4.3,598,False
D00396,ES,Madrid,Tratamiento de Bienestar,Beauty & Wellness,massage,158.3,4.8,70,False
D00397,ES,Madrid,Cena con Maridaje,Food & Drink,dining,105.53,4.9,330,True
D00398,ES,Madrid,Menú de 3 Platos para Dos,Food & Drink,dining,74.92,4.5,36,True
D00399,ES,Madrid,Cena con Maridaje,Food & Drink,dining,44.87,4.7,311,True
D00400,ES,Madrid,Cena con Maridaje,Food & Drink,dining,143.21,3.7,240,True
D00401,ES,Madrid,Cena con Maridaje,Food & Drink,dining,108.68,4.6,410,False
D00402,ES,Madrid,Menú de 3 Platos para Dos,Food & Drink,dining,48.82,4.6,160,False
D00403,ES,Madrid,Menú Degustación,Food & Drink,dining,163.63,3.9,464,True
D00404,ES,Madrid,Tour Guiado,Things To Do,activities,46.24,4.8,80,True
D00405,ES,Madrid,Tour Guiado,Things To Do,activities,96.05,5.0,55,True
D00406,ES,Madrid,Experiencia Escape Room,Things To Do,activities,133.14,3.8,62,False
D00407,ES,Madrid,Sesión de Karting,Things To Do,activities,107.58,4.6,444,True
D00408,ES,Madrid,Experiencia Escape Room,Things To Do,activities,95.21,4.1,4,False
D00409,ES,Madrid,Tour Guiado,Things To Do,activities,64.9,3.9,158,True
D00410,ES,Madrid,Sesión de Karting,Things To Do,activities,58.3,5.0,64,False
D00411,ES,Madrid,Experiencia Escape Room,Things To Do,activities,82.29,4.9,249,False
D00412,ES,Madrid,Tour Guiado,Things To Do,activities,70.56,4.4,291,False
D00413,ES,Madrid,Experiencia Escape Room,Things To Do,activities,170.84,4.2,134,False
D00414,ES,Madrid,Tour Guiado,Things To Do,activities,176.23,4.6,317,False
D00415,ES,Madrid,Tour Guiado,Things To Do,activities,119.13,4.4,232,False
D00416,ES,Madrid,Experiencia Escape Room,Things To Do,activities,161.27,4.9,280,False
D00417,ES,Madrid,Clases Ilimitadas,Health & Fitness,fitness,119.97,4.6,19,False
D00418,ES,Madrid,Entrenamiento Personal,Health & Fitness,fitness,88.93,4.0,429,True
D00419,ES,Madrid,Clases Ilimitadas,Health & Fitness,fitness,157.76,4.6,73,True
D00420,ES,Madrid,Clases Ilimitadas,Health & Fitness,fitness,42.38,3.9,472,False
D00421,ES,Madrid,Clases Ilimitadas,Health & Fitness,fitness,128.56,4.3,150,True
D00422,ES,Madrid,Entrenamiento Personal,Health & Fitness,fitness,152.23,4.0,142,True
D00423,ES,Madrid,Clases Ilimitadas,Health & Fitness,fitness,126.96,4.5,299,True
D00424,ES,Madrid,Entrenamiento Personal,Health & Fitness,fitness,67.08,4.0,480,False
D00425,ES,Madrid,Entrenamiento Personal,Health & Fitness,fitness,50.04,4.3,319,False
D00426,ES,Madrid,Manicura y Pedicura,Beauty & Wellness,beauty,157.59,4.7,146,False
D00427,ES,Madrid,Corte y Peinado,Beauty & Wellness,beauty,93.47,3.9,226,False
D00428,ES,Madrid,Tratamiento Facial,Beauty & Wellness,beauty,140.55,3.1,427,False
D00429,ES,Madrid,Corte y Peinado,Beauty & Wellness,beauty,140.54,4.5,278,True
D00430,ES,Madrid,Tratamiento Facial,Beauty & Wellness,beauty,15.77,4.0,306,True
D00431,ES,Madrid,Tratamiento Facial,Beauty & Wellness,beauty,64.48,4.7,246,True
D00432,ES,Madrid,Tratamiento Facial,Beauty & Wellness,beauty,170.71,3.9,416,False
D00433,ES,Madrid,Tratamiento Facial,Beauty & Wellness,beauty,17.89,5.0,31,False
D00434,ES,Madrid,Manicura y Pedicura,Beauty & Wellness,beauty,170.72,4.5,229,True
D00435,ES,Barcelona,Tratamiento de Bienestar,Beauty & Wellness,massage,27.77,4.1,64,True
D00436,ES,Barcelona,Sesión de Masaje y Spa,Beauty & Wellness,massage,171.39,4.5,124,False
D00437,ES,Barcelona,Sesión de Masaje y Spa,Beauty & Wellness,massage,53.13,4.0,322,False
D00438,ES,Barcelona,Menú Degustación,Food & Drink,dining,158.76,3.8,170,False
D00439,ES,Barcelona,Menú Degustación,Food & Drink,dining,61.67,3.7,111,False
D00440,ES,Barcelona,Experiencia Escape Room,Things To Do,activities,143.91,3.8,303,False
D00441,ES,Barcelona,Tour Guiado,Things To Do,activities,26.09,4.9,60,True
D00442,ES,Barcelona,Tour Guiado,Things To Do,activities,116.61,3.9,186,False
D00443,ES,Barcelona,Experiencia Escape Room,Things To Do,activities,53.68,4.0,15,True
D00444,ES,Barcelona,Sesión de Karting,Things To Do,activities,110.2,3.7,13,True
D00445,ES,Barcelona,Sesión de Karting,Things To Do,activities,41.33,5.0,97,True
D00446,ES,Barcelona,Experiencia Escape Room,Things To Do,activities,161.76,4.0,318,False
D00447,ES,Barcelona,Entrenamiento Personal,Health & Fitness,fitness,99.05,3.8,89,False
D00448,ES,Barcelona,Clases Ilimitadas,Health & Fitness,fitness,26.2,4.6,153,False
D00449,ES,Barcelona,Pase de Gimnasio,Health & Fitness,fitness,43.8,4.1,248,True
D00450,ES,Barcelona,Clases Ilimitadas,Health & Fitness,fitness,94.16,4.2,34,False
D00451,ES,Barcelona,Clases Ilimitadas,Health & Fitness,fitness,155.76,4.5,116,False
D00452,ES,Barcelona,Entrenamiento Personal,Health & Fitness,fitness,96.13,3.6,28,True
D00453,ES,Barcelona,Corte y Peinado,Beauty & Wellness,beauty,90.22,4.1,332,False
D00454,ES,Barcelona,Manicura y Pedicura,Beauty & Wellness,beauty,52.16,5.0,20,False
D00455,ES,Barcelona,Manicura y Pedicura,Beauty & Wellness,beauty,88.18,3.9,83,False
D00456,ES,Barcelona,Tratamiento Facial,Beauty & Wellness,beauty,13.01,4.4,634,True
D00457,ES,Valencia,Sesión de Masaje y Spa,Beauty & Wellness,massage,100.74,4.0,165,True
D00458,ES,Valencia,Tratamiento de Bienestar,Beauty & Wellness,massage,98.37,4.4,17,False
D00459,ES,Valencia,Tratamiento de Bienestar,Beauty & Wellness,massage,22.77,5.0,430,False
D00460,ES,Valencia,Cena con Maridaje,Food & Drink,dining,44.72,3.8,387,True
D00461,ES,Valencia,Menú Degustación,Food & Drink,dining,118.4,4.6,222,True
D00462,ES,Valencia,Cena con Maridaje,Food & Drink,dining,67.47,4.4,304,False
D00463,ES,Valencia,Menú de 3 Platos para Dos,Food & Drink,dining,161.6,4.5,276,False
D00464,ES,Valencia,Experiencia Escape Room,Things To Do,activities,111.81,4.7,126,False
D00465,ES,Valencia,Experiencia Escape Room,Things To Do,activities,78.58,4.1,199,True
D00466,ES,Valencia,Tour Guiado,Things To Do,activities,25.66,3.8,264,True
D00467,ES,Valencia,Sesión de Karting,Things To Do,activities,150.35,4.8,136,True
D00468,ES,Valencia,Experiencia Escape Room,Things To Do,activities,124.96,4.7,229,True
D00469,ES,Valencia,Tour Guiado,Things To Do,activities,108.69,4.6,184,False
D00470,ES,Valencia,Entrenamiento Personal,Health & Fitness,fitness,65.22,4.3,323,False
D00471,ES,Valencia,Pase de Gimnasio,Health & Fitness,fitness,95.44,4.3,48,False
D00472,ES,Valencia,Clases Ilimitadas,Health & Fitness,fitness,44.71,4.4,130,True
D00473,ES,Valencia,Entrenamiento Personal,Health & Fitness,fitness,110.07,3.8,50,False
D00474,ES,Valencia,Clases Ilimitadas,Health & Fitness,fitness,34.23,3.8,217,False
D00475,ES,Valencia,Clases Ilimitadas,Health & Fitness,fitness,17.15,4.2,139,True
D00476,ES,Valencia,Manicura y Pedicura,Beauty & Wellness,beauty,26.77,4.5,367,True
D00477,ES,Valencia,Manicura y Pedicura,Beauty & Wellness,beauty,115.96,4.0,264,False
D00478,ES,Sevilla,Sesión de Masaje y Spa,Beauty & Wellness,massage,25.18,4.1,8,False
D00479,ES,Sevilla,Sesión de Masaje y Spa,Beauty & Wellness,massage,66.49,4.8,156,False
D00480,ES,Sevilla,Sesión de Masaje y Spa,Beauty & Wellness,massage,20.29,4.5,81,False
D00481,ES,Sevilla,Tratamiento de Bienestar,Beauty & Wellness,massage,96.63,4.1,65,True
D00482,ES,Sevilla,Tratamiento de Bienestar,Beauty & Wellness,massage,81.93,4.6,24,True
D00483,ES,Sevilla,Cena con Maridaje,Food & Drink,dining,19.07,4.4,21,False
D00484,ES,Sevilla,Menú de 3 Platos para Dos,Food & Drink,dining,39.85,4.5,152,True
D00485,ES,Sevilla,Cena con Maridaje,Food & Drink,dining,166.69,3.5,286,True
D00486,ES,Sevilla,Tour Guiado,Things To Do,activities,66.55,4.5,167,False
D00487,ES,Sevilla,Sesión de Karting,Things To Do,activities,134.5,4.5,265,False
D00488,ES,Sevilla,Experiencia Escape Room,Things To Do,activities,16.42,3.9,161,True
D00489,ES,Sevilla,Tour Guiado,Things To Do,activities,62.11,4.2,241,False
D00490,ES,Sevilla,Tour Guiado,Things To Do,activities,119.96,4.0,246,True
D00491,ES,Sevilla,Experiencia Escape Room,Things To Do,activities,119.68,3.9,331,True
D00492,ES,Sevilla,Experiencia Escape Room,Things To Do,activities,15.65,4.6,289,False
D00493,ES,Sevilla,Pase de Gimnasio,Health & Fitness,fitness,166.25,4.2,447,False
D00494,ES,Sevilla,Entrenamiento Personal,Health & Fitness,fitness,138.54,4.5,167,False
D00495,ES,Sevilla,Clases Ilimitadas,Health & Fitness,fitness,119.04,4.4,177,False
D00496,ES,Sevilla,Pase de Gimnasio,Health & Fitness,fitness,83.71,4.4,298,True
D00497,ES,Sevilla,Clases Ilimitadas,Health & Fitness,fitness,122.54,4.5,206,False
D00498,ES,Sevilla,Clases Ilimitadas,Health & Fitness,fitness,36.49,4.5,194,False
D00499,ES,Sevilla,Tratamiento Facial,Beauty & Wellness,beauty,135.32,4.4,81,True
D00500,PL,Warszawa,Zabieg Spa i Masaż,Beauty & Wellness,massage,61.76,4.2,198,True
D00501,PL,Warszawa,Sesja Wellness,Beauty & Wellness,massage,113.49,4.0,249,True
D00502,PL,Warszawa,Sesja Wellness,Beauty & Wellness,massage,85.77,5.0,248,True
D00503,PL,Warszawa,Sesja Wellness,Beauty & Wellness,massage,179.28,4.7,377,True
D00504,PL,Warszawa,Zabieg Spa i Masaż,Beauty & Wellness,massage,166.43,4.6,272,False
D00505,PL,Warszawa,Menu Degustacyjne,Food & Drink,dining,34.61,3.9,109,True
D00506,PL,Warszawa,Menu Degustacyjne,Food & Drink,dining,112.85,4.1,400,True
D00507,PL,Warszawa,Kolacja z Winem,Food & Drink,dining,100.92,4.3,31,False
D00508,PL,Warszawa,Kolacja z Winem,Food & Drink,dining,51.31,4.3,377,False
D00509,PL,Warszawa,Menu 3-Daniowe dla Dwojga,Food & Drink,dining,92.87,4.1,790,False
D00510,PL,Warszawa,Menu 3-Daniowe dla Dwojga,Food & Drink,dining,52.51,4.6,388,False
D00511,PL,Warszawa,Zwiedzanie z Przewodnikiem,Things To Do,activities,106.62,4.5,389,False
D00512,PL,Warszawa,Zwiedzanie z Przewodnikiem,Things To Do,activities,176.53,4.4,40,True
D00513,PL,Warszawa,Zwiedzanie z Przewodnikiem,Things To Do,activities,136.01,4.1,707,False
D00514,PL,Warszawa,Zwiedzanie z Przewodnikiem,Things To Do,activities,65.24,4.7,292,False
D00515,PL,Warszawa,Escape Room Przygoda,Things To Do,activities,18.3,4.8,118,False
D00516,PL,Warszawa,Tor Kartingowy,Things To Do,activities,123.78,4.8,190,True
D00517,PL,Warszawa,Zwiedzanie z Przewodnikiem,Things To Do,activities,42.82,3.9,250,False
D00518,PL,Warszawa,Escape Room Przygoda,Things To Do,activities,142.32,3.6,138,False
D00519,PL,Warszawa,Zwiedzanie z Przewodnikiem,Things To Do,activities,31.35,3.8,874,True
D00520,PL,Warszawa,Karnet na Siłownię,Health & Fitness,fitness,18.45,4.7,5,False
D00521,PL,Warszawa,Zajęcia bez Limitu,Health & Fitness,fitness,93.67,3.7,121,False
D00522,PL,Warszawa,Zajęcia bez Limitu,Health & Fitness,fitness,99.94,3.9,156,False
D00523,PL,Warszawa,Zajęcia bez Limitu,Health & Fitness,fitness,37.04,4.4,320,False
D00524,PL,Warszawa,Trening Personalny,Health & Fitness,fitness,84.22,4.2,208,False
D00525,PL,Warszawa,Zajęcia bez Limitu,Health & Fitness,fitness,24.18,3.9,462,False
D00526,PL,Warszawa,Manicure i Pedicure,Beauty & Wellness,beauty,28.07,4.5,84,False
D00527,PL,Warszawa,Strzyżenie i Stylizacja,Beauty & Wellness,beauty,172.75,4.1,96,False
D00528,PL,Warszawa,Strzyżenie i Stylizacja,Beauty & Wellness,beauty,70.99,4.0,122,True
D00529,PL,Warszawa,Strzyżenie i Stylizacja,Beauty & Wellness,beauty,134.11,4.4,117,True
D00530,PL,Warszawa,Zabieg na Twarz,Beauty & Wellness,beauty,67.7,4.5,41,False
D00531,PL,Kraków,Masaż Relaksacyjny Pakiet,Beauty & Wellness,massage,124.07,3.5,259,True
D00532,PL,Kraków,Kolacja z Winem,Food & Drink,dining,58.07,4.7,327,False
D00533,PL,Kraków,Kolacja z Winem,Food & Drink,dining,132.3,4.4,89,False
D00534,PL,Kraków,Zwiedzanie z Przewodnikiem,Things To Do,activities,90.6,4.7,49,True
D00535,PL,Kraków,Zwiedzanie z Przewodnikiem,Things To Do,activities,95.67,4.0,238,True
D00536,PL,Kraków,Zajęcia bez Limitu,Health & Fitness,fitness,107.71,5.0,34,False
D00537,PL,Kraków,Karnet na Siłownię,Health & Fitness,fitness,48.8,4.4,189,False
D00538,PL,Kraków,Trening Personalny,Health & Fitness,fitness,44.29,4.4,112,False
D00539,PL,Kraków,Manicure i Pedicure,Beauty & Wellness,beauty,153.38,4.5,9,True
D00540,PL,Kraków,Strzyżenie i Stylizacja,Beauty & Wellness,beauty,110.72,3.3,174,False
D00541,PL,Wrocław,Zabieg Spa i Masaż,Beauty & Wellness,massage,83.84,5.0,254,True
D00542,PL,Wrocław,Masaż Relaksacyjny Pakiet,Beauty & Wellness,massage,149.45,3.9,293,True
D00543,PL,Wrocław,Sesja Wellness,Beauty & Wellness,massage,57.02,4.3,390,False
D00544,PL,Wrocław,Sesja Wellness,Beauty & Wellness,massage,89.94,4.7,438,True
D00545,PL,Wrocław,Masaż Relaksacyjny Pakiet,Beauty & Wellness,massage,144.88,4.2,192,False
D00546,PL,Wrocław,Menu Degustacyjne,Food & Drink,dining,82.67,4.8,69,True
D00547,PL,Wrocław,Kolacja z Winem,Food & Drink,dining,132.49,4.6,68,False
D00548,PL,Wrocław,Kolacja z Winem,Food & Drink,dining,162.98,4.4,128,True
D00549,PL,Wrocław,Zwiedzanie z Przewodnikiem,Things To Do,activities,13.63,3.9,83,False
D00550,PL,Wrocław,Trening Personalny,Health & Fitness,fitness,137.32,4.5,176,False
D00551,PL,Wrocław,Strzyżenie i Stylizacja,Beauty & Wellness,beauty,176.69,4.3,381,True
D00552,PL,Gdańsk,Zabieg Spa i Masaż,Beauty & Wellness,massage,163.98,3.8,61,False
D00553,PL,Gdańsk,Zabieg Spa i Masaż,Beauty & Wellness,massage,70.04,4.3,465,True
D00554,PL,Gdańsk,Masaż Relaksacyjny Pakiet,Beauty & Wellness,massage,135.71,4.2,145,False
D00555,PL,Gdańsk,Menu 3-Daniowe dla Dwojga,Food & Drink,dining,49.15,4.4,329,False
D00556,PL,Gdańsk,Kolacja z Winem,Food & Drink,dining,68.25,3.9,189,False
D00557,PL,Gdańsk,Menu Degustacyjne,Food & Drink,dining,66.08,4.6,20,False
D00558,PL,Gdańsk,Menu Degustacyjne,Food & Drink,dining,53.83,4.3,59,True
D00559,PL,Gdańsk,Zwiedzanie z Przewodnikiem,Things To Do,activities,17.99,4.4,200,False
D00560,PL,Gdańsk,Escape Room Przygoda,Things To Do,activities,16.14,4.4,78,True
D00561,PL,Gdańsk,Escape Room Przygoda,Things To Do,activities,18.8,4.3,521,True
D00562,PL,Gdańsk,Tor Kartingowy,Things To Do,activities,46.31,4.6,54,False
D00563,PL,Gdańsk,Escape Room Przygoda,Things To Do,activities,34.33,3.9,88,True
D00564,PL,Gdańsk,Karnet na Siłownię,Health & Fitness,fitness,121.6,4.7,269,True
D00565,PL,Gdańsk,Zabieg na Twarz,Beauty & Wellness,beauty,21.69,4.7,319,True
D00566,PL,Gdańsk,Zabieg na Twarz,Beauty & Wellness,beauty,136.95,3.7,557,True
D00567,PL,Gdańsk,Strzyżenie i Stylizacja,Beauty & Wellness,beauty,66.43,4.1,39,False
D00568,PL,Gdańsk,Strzyżenie i Stylizacja,Beauty & Wellness,beauty,130.3,3.3,374,True
